locationID,Latitude,Longitude
PYN,37.1261,-90.7136
PYP,34.09,-85.61
PYX,36.4128,-100.7517
PZQ,45.4072,-83.8128
RAC,42.7611,-87.8139
RAL,33.9519,-117.445
RAP,44.0453,-103.0572
RAS,27.8119,-97.0889
RAW,38.3469,-93.3456
RBD,32.6808,-96.8683
RBE,42.5711,-99.5694
RBG,43.2389,-123.3558
RBL,40.1506,-122.2522
RBM,34.85,-92.3003
RBO,27.7786,-97.6906
RBW,32.9211,-80.6406
RBY,64.7272,-155.47
RCA,44.145,-103.1036
RCE,35.4881,-97.8236
RCK,30.6317,-96.9897
RCM,38.7842,-93.8028
RCR,41.0656,-86.1817
RCT,43.9,-85.5167
RCX,45.4969,-91.0006
RCZ,34.8914,-79.7597
RDD,40.5089,-122.2933
RDG,40.3786,-75.9653
RDK,41.0108,-95.2589
RDM,44.2542,-121.15
RDR,47.9611,-97.4011
RDU,35.8778,-78.7875
RDV,61.7881,-157.3503
RED,45.1875,-109.2675
REI,34.0853,-117.1464
REO,42.5778,-117.8856
RFD,42.1953,-89.0972
RFG,28.2936,-97.3231
RFI,32.1417,-94.8517
RGK,44.5894,-92.485
RHI,45.6311,-89.4675
RHP,35.1953,-83.8631
RHV,37.3328,-121.8197
RIC,37.5053,-77.3197
RID,39.7572,-84.8428
RIF,38.7364,-112.0989
RIL,39.5264,-107.7269
RIR,33.9889,-117.41
RIU,38.4867,-121.1028
RIV,33.8808,-117.2594
RIW,43.0642,-108.4597
RJD,38.97,-75.8664
RKD,44.06,-69.0992
RKP,28.0867,-97.0447
RKR,35.0217,-94.6211
RKS,41.5942,-109.0653
RKW,35.9222,-84.6897
RLD,46.3056,-119.3042
RME,43.2339,-75.4069
RMG,34.3508,-85.1586
RMN,38.3981,-77.4556
RMP,65.5078,-150.1408
RMY,42.2511,-84.9556
RNC,35.6986,-85.8439
RND,29.5289,-98.2781
RNH,45.1478,-92.5392
RNM,33.0392,-116.9153
RNO,39.4992,-119.7681
RNP,42.9931,-84.1386
RNT,47.4931,-122.2158
RNV,33.7611,-90.7578
ROA,37.3256,-79.9756
ROC,43.1189,-77.6725
ROG,36.3725,-94.1069
ROS,45.6972,-92.9522
ROW,33.3017,-104.5306
ROX,48.8561,-95.6972
RPB,39.8178,-97.6594
RPD,45.42,-91.7733
RPH,33.1108,-98.5547
RPJ,41.8931,-89.0783
RPX,46.475,-108.5433
RQB,43.7225,-85.5042
RQE,35.6519,-109.0675
RQO,35.4728,-98.0058
RRL,45.1989,-89.7128
RRQ,43.4522,-96.1797
RRT,48.9414,-95.3483
RSH,61.775,-161.3194
RSL,38.8714,-98.8117
RSN,32.5147,-92.5883
RST,43.9083,-92.5
RSV,39.0161,-87.6497
RSW,26.5362,-81.7553
RTN,36.7417,-104.5022
RTS,39.6681,-119.8764
RUE,35.2592,-93.0933
RUG,48.3903,-100.0242
RUQ,35.6458,-80.5203
RUT,43.53,-72.9497
RVJ,32.0589,-82.1517
RVL,40.6775,-77.6269
RVN,36.4575,-82.885
RVR,18.2453,-65.6433
RVS,36.0397,-95.9847
RWF,44.5469,-95.0819
RWI,35.8564,-77.8919
RWL,41.8056,-107.2
RWN,41.0922,-86.6128
RWV,30.5156,-96.7042
RXE,43.8339,-111.805
RYM,46.0911,-94.3606
RYN,32.1422,-111.1744
RYV,43.1697,-88.7233
RYW,30.4986,-97.9694
RYY,34.0133,-84.5969
RZL,40.9478,-87.1825
RZN,45.8228,-92.3725
RZT,39.4406,-83.0231
RZZ,36.4394,-77.7094
SAA,41.445,-106.8236
SAC,38.5125,-121.4933
SAD,32.8533,-109.635
SAF,35.6172,-106.0894
SAN,32.7336,-117.1897
SAR,38.1489,-89.6986
SAS,33.2411,-115.9525
SAT,29.5336,-98.4697
SAV,32.1275,-81.2022
SAW,46.3536,-87.3953
SAZ,46.3808,-94.8067
SBA,34.4261,-119.8414
SBD,34.0953,-117.235
SBM,43.7692,-87.8522
SBN,41.7083,-86.3172
SBO,32.6092,-82.37
SBP,35.2372,-120.6425
SBS,40.5161,-106.8664
SBU,43.5953,-94.0928
SBX,48.5406,-111.8711
SBY,38.3406,-75.5103
SCB,41.6103,-96.63
SCC,70.1947,-148.4653
SCD,33.1719,-86.3056
SCH,42.8525,-73.9289
SCK,37.8942,-121.2383
SCM,61.8444,-165.5739
SCX,36.4556,-84.5858
SDA,40.7517,-95.4136
SDC,43.2347,-77.1194
SDF,38.1742,-85.7364
SDL,33.6228,-111.9106
SDM,32.5722,-116.9803
SDP,55.3136,-160.5214
SDY,47.7069,-104.1925
SEA,47.45,-122.3117
SEE,32.8261,-116.9725
SEF,27.4564,-81.3425
SEG,40.8211,-76.8642
SEM,32.3439,-86.9878
SEP,32.2153,-98.1778
SEQ,29.5658,-97.9083
SER,38.9247,-85.9083
SET,38.9297,-90.43
SEZ,34.8486,-111.7883
SFB,28.7767,-81.2356
SFF,47.6828,-117.3225
SFM,43.3939,-70.7081
SFO,37.6189,-122.375
SFQ,36.6822,-76.6019
SFY,42.0458,-90.1081
SFZ,41.9208,-71.4914
SGF,37.2456,-93.3886
SGH,39.8403,-83.8403
SGJ,29.9592,-81.3397
SGR,29.6222,-95.6567
SGS,44.8572,-93.0328
SGT,34.5994,-91.575
SGU,37.0906,-113.5931
SGY,59.46,-135.3156
SHD,38.2639,-78.8964
SHG,66.8881,-157.1625
SHH,66.2494,-166.0894
SHL,43.2083,-95.8333
SHN,47.2336,-123.1475
SHR,44.7692,-106.9803
SHV,32.4467,-93.8256
SHX,62.6922,-159.5692
SIF,36.4372,-79.8511
SIG,18.4568,-66.0981
SIK,36.8989,-89.5617
SIT,57.0472,-135.3617
SIV,39.1147,-87.4483
SIY,41.7814,-122.4681
SJC,37.3628,-121.9292
SJN,34.5186,-109.3789
SJT,31.3578,-100.4964
SJU,18.4394,-66.0019
SJX,45.6922,-85.5667
SKA,47.615,-117.6558
SKF,29.3842,-98.5811
SKI,42.3792,-94.9797
SKW,61.9653,-151.1914
SKX,36.4581,-105.6725
SKY,41.4333,-82.6522
SLB,42.5972,-95.2406
SLC,40.7883,-111.9778
SLE,44.9094,-123.0025
SLG,36.1919,-94.49
SLH,45.6536,-84.5192
SLI,33.79,-118.0514
SLJ,31.1739,-89.1911
SLK,44.3853,-74.2061
SLN,38.7908,-97.6522
SLO,38.6428,-88.9642
SLQ,61.7006,-157.1658
SLR,33.1597,-95.6211
SMD,41.1433,-85.1528
SME,37.0536,-84.6156
SMF,38.6956,-121.5908
SMK,63.49,-162.1103
SMN,45.1239,-113.8814
SMO,34.0158,-118.4514
SMQ,40.6261,-74.6703
SMS,33.995,-80.3614
SMU,61.8119,-147.5069
SMX,34.8989,-120.4575
SNA,33.6756,-117.8683
SNC,41.3839,-72.5058
SNH,35.1703,-88.2167
SNK,32.6933,-100.9506
SNL,35.3578,-96.9428
SNP,57.1672,-170.2206
SNS,36.6628,-121.6064
SNY,41.0997,-102.985
SOA,30.5856,-100.6486
SOP,35.2375,-79.3889
SOV,59.4425,-151.7042
SOW,34.2656,-110.0056
SOY,43.1344,-96.1875
SPA,34.9158,-81.9564
SPB,45.7711,-122.8619
SPF,44.4803,-103.7831
SPG,27.7651,-82.6269
SPH,32.9833,-93.4092
SPI,39.8442,-89.6781
SPS,33.9889,-98.4919
SPW,43.1656,-95.2028
SPZ,39.4031,-119.2511
SQI,41.7428,-89.6764
SQL,37.5119,-122.2494
SRB,36.0558,-85.5308
SRC,35.2106,-91.7375
SRE,35.2747,-96.6753
SRQ,27.3954,-82.5544
SRR,33.4628,-105.5347
SRV,61.7897,-156.5886
SSC,33.9728,-80.4706
SSF,29.3369,-98.4711
SSI,31.1519,-81.3911
SSQ,45.7314,-91.9206
STC,45.5467,-94.06
STE,44.545,-89.5303
STF,33.4331,-88.8486
STJ,39.7719,-94.9097
STK,40.6153,-103.2647
STL,38.7486,-90.37
STP,44.9347,-93.0603
STS,38.5089,-122.8128
STT,18.3373,-64.9733
STX,17.7016,-64.8017
SUA,27.1817,-80.2214
SUD,35.7894,-96.6556
SUE,44.8436,-87.4217
SUN,43.5039,-114.2956
SUS,38.6622,-90.6519
SUT,33.9294,-78.0747
SUU,38.2628,-121.9275
SUW,46.6897,-92.0947
SUX,42.4025,-96.3844
SUZ,34.5903,-92.4794
SVA,63.6864,-170.4928
SVC,32.6367,-108.1564
SVE,40.3756,-120.5728
SVH,35.765,-80.9539
SVN,32.01,-81.1461
SVS,66.0169,-149.0544
SVW,61.0975,-155.5742
SWD,60.1269,-149.4189
SWF,41.5042,-74.1047
SWI,33.6242,-96.5861
SWO,36.1611,-97.0856
SWT,40.8647,-97.1092
SWW,32.4675,-100.4667
SXL,38.2317,-80.8708
SXP,62.5206,-164.8478
SXQ,60.475,-151.0383
SXU,34.9356,-104.6425
SYA,52.7122,-174.1136
SYF,39.7611,-101.7958
SYI,35.5594,-86.4425
SYN,44.4756,-93.0164
SYR,43.1111,-76.1064
SYV,31.5564,-83.8942
SZL,38.7303,-93.5481
SZN,34.0606,-119.915
SZP,34.3472,-119.0611
SZT,48.2994,-116.56
SZY,35.2031,-88.4983
TAD,37.2594,-104.3406
TAL,65.1744,-152.1094
TAN,41.8744,-71.0167
TAZ,39.5325,-89.3306
TBN,37.7417,-92.1408
TBR,32.4828,-81.7369
TCC,35.1828,-103.6031
TCL,33.2206,-87.6114
TCM,47.1378,-122.4764
TCS,33.2369,-107.2717
TCT,62.9928,-156.0683
TCY,37.6889,-121.4417
TDF,36.2847,-78.9847
TDO,46.4772,-122.8064
TDW,35.17,-101.8258
TDZ,41.565,-83.4822
TEB,40.85,-74.0608
TEL,38.0178,-86.6908
TER,65.2403,-166.3394
TEW,42.5658,-84.4233
TEX,37.9539,-107.9086
TFP,27.9131,-97.2114
TGC,35.9325,-88.8489
TGI,37.825,-75.9978
THA,35.38,-86.2464
THM,47.5736,-115.2806
THP,43.6583,-108.2131
THV,39.9169,-76.8731
TIF,41.9628,-100.5703
TIK,35.4147,-97.3867
TIP,40.2936,-88.1425
TIW,47.2681,-122.5781
TIX,28.5147,-80.7992
TKA,62.3206,-150.0936
TKC,44.2492,-95.6072
TKI,33.1781,-96.5906
TKO,39.8028,-98.2211
TKV,45.4694,-89.8056
TKX,36.2258,-90.0367
TLH,30.3967,-84.3503
TLJ,62.8944,-155.9767
TLR,36.1564,-119.3261
TLT,61.0969,-160.9694
TMA,31.4289,-83.4886
TMB,25.6479,-80.4328
TME,29.805,-95.8978
TMK,45.4183,-123.8144
TNC,65.5631,-167.9217
TNI,14.9992,-145.6194
TNP,34.1317,-115.9458
TNT,25.8618,-80.8969
TNU,41.6744,-93.0217
TNW,62.5317,-153.6111
TNX,37.7947,-116.7786
TOA,33.8033,-118.3397
TOB,44.0181,-92.8314
TOC,34.5928,-83.2964
TOG,59.0536,-160.3969
TOI,31.8606,-86.0122
TOL,41.5867,-83.8078
TOP,39.0686,-95.6225
TOR,42.0644,-104.1528
TPA,27.9756,-82.5333
TPF,27.9156,-82.4492
TPH,38.0603,-117.0872
TPL,31.1525,-97.4078
TPO,60.2044,-154.3189
TQE,41.7636,-96.1781
TQH,35.9303,-95.0044
TQK,38.4742,-100.885
TRI,36.4753,-82.4075
TRK,39.32,-120.1394
TRL,32.7092,-96.2675
TRM,33.6267,-116.1597
TRX,40.0836,-93.5906
TSG,63.3744,-143.3356
TSO,40.5619,-81.0775
TSP,35.135,-118.4392
TTA,35.5825,-79.1014
TTD,45.5494,-122.4011
TTF,41.94,-83.4347
TTN,40.2767,-74.8133
TTS,28.615,-80.6944
TTW,63.3911,-148.9556
TUL,36.1983,-95.8881
TUP,34.2681,-88.77
TUS,32.1161,-110.9411
TVB,37.1325,-92.0839
TVC,44.7417,-85.5822
TVF,48.0656,-96.185
TVI,30.9017,-83.8811
TVK,40.6839,-92.9011
TVL,38.8939,-119.9953
TVR,32.3517,-91.0278
TVY,40.6125,-112.3508
TWF,42.4817,-114.4878
TWM,47.0492,-91.7453
TWT,37.5417,-87.9544
TXK,33.4536,-93.9911
TYE,61.0767,-151.1381
TYL,34.4528,-110.115
TYQ,40.0306,-86.2514
TYR,32.3542,-95.4025
TYS,35.8111,-83.9939
TZR,39.9011,-83.1369
TZT,41.8789,-92.2844
TZV,36.7289,-85.6525
UAM,13.5839,-144.93
UAO,45.2472,-122.77
UBE,45.5061,-91.9811
UBS,33.4653,-88.3803
UBW,70.3308,-149.5975
UBX,38.0689,-91.4289
UCP,41.0253,-80.4133
UCY,36.3817,-88.9856
UDD,33.7483,-116.2747
UDG,34.4494,-79.89
UES,43.0411,-88.2369
UGB,57.4253,-157.74
UGN,42.4222,-87.8678
UIL,47.9367,-124.5625
UIN,39.9431,-91.1944
UKF,36.2228,-81.0983
UKI,39.1258,-123.2008
UKL,38.3025,-95.725
UKT,40.4353,-75.3819
ULM,44.3197,-94.5022
ULS,37.6039,-101.3736
UMM,63.3314,-149.1272
UMP,39.9353,-86.045
UMT,69.3711,-152.135
UNI,39.2119,-82.2292
UNK,63.8883,-160.7989
UNO,36.8783,-91.9028
UNU,43.4264,-88.7039
UNV,40.8492,-77.8486
UOS,35.2053,-85.8981
UOX,34.3844,-89.5367
UPP,20.2652,-155.86
USE,41.61,-84.1272
UTA,34.685,-90.3478
UTO,65.9928,-153.7042
UTS,30.7469,-95.5872
UUO,61.7542,-150.0517
UUU,41.5325,-71.2817
UUV,38.2333,-91.1642
UVA,29.2114,-99.7436
UWL,39.8758,-85.3264
UXL,30.1314,-93.3761
UYF,39.9328,-83.4619
UZA,34.9878,-81.0572
VAD,30.9686,-83.1931
VAK,61.5408,-165.6008
VAY,39.9428,-74.8458
VBG,34.7297,-120.5769
VBT,36.3458,-94.2194
VBW,38.3667,-78.9603
VCB,38.3778,-121.9617
VCT,28.8525,-96.9186
VCV,34.5975,-117.3831
VDF,28.0139,-82.3453
VDI,32.1928,-82.3711
VDZ,61.1339,-146.2483
VEE,67.0086,-146.3664
VEL,40.4408,-109.51
VER,38.9467,-92.6828
VES,40.2044,-84.5319
VGC,42.8433,-75.5611
VGT,36.2106,-115.1944
VHN,31.0578,-104.7839
VIH,38.1275,-91.7694
VIQ,44.5581,-90.5122
VIS,36.3186,-119.3928
VJI,36.6872,-82.0333
VKS,32.2394,-90.9283
VKX,38.7486,-76.9558
VLA,38.9914,-89.1661
VLD,30.7814,-83.2761
VLL,42.5431,-83.1778
VMR,42.7653,-96.9342
VNC,27.0716,-82.4403
VNW,40.8647,-84.6094
VNY,34.2097,-118.49
VOK,43.9389,-90.2536
VPC,34.1231,-84.8486
VPS,30.4833,-86.5253
VPZ,41.4539,-87.0072
VQQ,30.2186,-81.8767
VQS,18.1348,-65.4936
VRB,27.6556,-80.4181
VSF,43.3436,-72.5172
VTA,40.0247,-82.4619
VTI,42.2186,-92.0258
VTN,42.8567,-100.5489
VUJ,35.4167,-80.1508
VUO,45.6206,-122.6564
VVS,39.9592,-79.6572
VVV,45.3056,-96.4244
VWU,48.1511,-94.5164
VYS,41.3519,-89.1531
WAL,37.9403,-75.4664
WAY,39.9011,-80.1306
WBB,63.5161,-162.2781
WBQ,66.3622,-147.4067
WBW,41.2972,-75.8511
WCR,67.5044,-148.4833
WDG,36.3783,-97.7889
WDR,33.9828,-83.6675
WEA,32.7464,-97.6825
WHP,34.2594,-118.4133
WJF,34.7411,-118.2186
WLD,37.1686,-97.0375
WLK,66.6,-159.9858
WLW,39.5158,-122.2172
WMC,40.8967,-117.8058
WMO,64.6892,-163.4128
WNA,60.6903,-161.9786
WRB,32.6403,-83.5919
WRG,56.4844,-132.3697
WRI,40.0156,-74.5917
WRL,43.9658,-107.9508
WSD,32.3414,-106.4028
WSM,67.4044,-150.1228
WSN,58.7022,-157.0025
WST,41.3497,-71.8033
WTK,67.5611,-162.9803
WVI,36.9358,-121.7897
WVL,44.5333,-69.6756
WWD,39.0086,-74.9083
WWR,36.4381,-99.5228
WYS,44.6883,-111.1178
XBP,33.1753,-97.8283
XFL,29.4675,-81.2064
XLL,40.5703,-75.4883
XMR,28.4678,-80.5669
XNA,36.2819,-94.3069
XNO,33.6094,-81.0811
XSA,37.8597,-76.8942
XVG,46.9903,-94.2039
YAK,59.5033,-139.6603
YIP,42.2378,-83.53
YKM,46.5681,-120.5442
YKN,42.9167,-97.3858
YNG,41.2608,-80.6792
ZEF,36.28,-80.7861
ZER,40.7064,-76.3731
ZNC,60.9806,-159.9936
ZPH,28.2281,-82.1558
ZUN,35.0833,-108.7917
ZZV,39.9444,-81.8922
